2016.06.20 06:29:07,1.96072,1.96025
2016.06.20 06:29:21,1.96073,1.96025
2016.06.20 06:29:21,1.96068,1.96021
2016.06.20 06:29:22,1.96058,1.96016
2016.06.20 06:29:22,1.96056,1.9601
2016.06.20 06:29:39,1.9606,1.96013
2016.06.20 06:29:54,1.96059,1.96013
2016.06.20 06:29:55,1.96054,1.96004
2016.06.20 06:29:55,1.96058,1.96011
2016.06.20 06:29:56,1.96055,1.96008
2016.06.20 06:29:56,1.96053,1.96005
2016.06.20 06:29:56,1.96047,1.95998
2016.06.20 06:29:57,1.96045,1.95998
2016.06.20 06:29:57,1.96034,1.95987
2016.06.20 06:29:57,1.96037,1.9599
2016.06.20 06:29:57,1.96039,1.95995
2016.06.20 06:30:00,1.96047,1.96
2016.06.20 06:30:00,1.9605,1.96005
2016.06.20 06:30:00,1.96053,1.96008
2016.06.20 06:30:01,1.96053,1.96005
2016.06.20 06:30:01,1.96058,1.96011
2016.06.20 06:30:04,1.96059,1.96011
2016.06.20 06:30:04,1.96059,1.96012
2016.06.20 06:30:05,1.96063,1.96012
2016.06.20 06:30:07,1.96062,1.96012
2016.06.20 06:30:07,1.96056,1.96008
2016.06.20 06:30:08,1.96058,1.96011
2016.06.20 06:30:16,1.96066,1.96019
2016.06.20 06:30:16,1.96068,1.96021
2016.06.20 06:30:17,1.9607,1.96021
2016.06.20 06:30:20,1.96066,1.96021
2016.06.20 06:30:30,1.96065,1.96016
2016.06.20 06:30:31,1.96056,1.96008
2016.06.20 06:30:31,1.96063,1.96015
2016.06.20 06:30:31,1.96064,1.96016
2016.06.20 06:31:33,1.96061,1.96021
2016.06.20 06:31:33,1.96054,1.96012
2016.06.20 06:31:33,1.96054,1.96009
2016.06.20 06:31:34,1.96053,1.96012
2016.06.20 06:31:34,1.9605,1.96008
2016.06.20 06:31:45,1.96046,1.96004
2016.06.20 06:31:47,1.96048,1.96004
2016.06.20 06:32:16,1.96046,1.96012
2016.06.20 06:32:20,1.96057,1.96012
2016.06.20 06:32:20,1.96061,1.9602
2016.06.20 06:32:20,1.96059,1.96016
2016.06.20 06:32:20,1.96057,1.96015
2016.06.20 06:32:21,1.96059,1.96015
2016.06.20 06:32:21,1.96057,1.96014
2016.06.20 06:32:22,1.96059,1.96015
2016.06.20 06:32:24,1.96057,1.96015
2016.06.20 06:32:24,1.9606,1.96016
2016.06.20 06:32:26,1.96059,1.96015
2016.06.20 06:32:27,1.9606,1.96016
2016.06.20 06:32:29,1.96055,1.96012
2016.06.20 06:32:30,1.96055,1.96011
2016.06.20 06:32:30,1.96052,1.9601
2016.06.20 06:32:30,1.96055,1.9601
2016.06.20 06:32:32,1.96052,1.9601
2016.06.20 06:32:32,1.96052,1.96008
2016.06.20 06:32:32,1.96045,1.96003
2016.06.20 06:32:33,1.96045,1.96002
2016.06.20 06:32:33,1.96053,1.96008
2016.06.20 06:32:33,1.96059,1.96014
2016.06.20 06:32:33,1.96056,1.96015
2016.06.20 06:32:33,1.96056,1.96012
2016.06.20 06:32:38,1.96057,1.96011
2016.06.20 06:32:39,1.96057,1.96012
2016.06.20 06:32:40,1.96055,1.96012
2016.06.20 06:32:40,1.96054,1.96008
2016.06.20 06:32:40,1.96055,1.9601
2016.06.20 06:32:41,1.96057,1.96012
2016.06.20 06:32:42,1.9606,1.96012
2016.06.20 06:32:43,1.9606,1.96011
2016.06.20 06:32:45,1.96057,1.96011
2016.06.20 06:32:45,1.96055,1.96008
2016.06.20 06:32:45,1.96056,1.9601
2016.06.20 06:32:46,1.96054,1.9601
2016.06.20 06:32:46,1.96054,1.96008
2016.06.20 06:32:47,1.96055,1.96009
2016.06.20 06:32:47,1.96053,1.96008
2016.06.20 06:32:47,1.96053,1.96009
2016.06.20 06:32:48,1.96054,1.96009
2016.06.20 06:32:48,1.96054,1.9601
2016.06.20 06:32:48,1.96053,1.96008
2016.06.20 06:32:48,1.96053,1.9601
2016.06.20 06:32:48,1.96053,1.96007
2016.06.20 06:32:49,1.96053,1.96009
2016.06.20 06:32:49,1.96052,1.96009
2016.06.20 06:32:49,1.96052,1.96008
2016.06.20 06:32:50,1.96053,1.96011
2016.06.20 06:32:51,1.96052,1.96008
2016.06.20 06:32:56,1.96048,1.96007
2016.06.20 06:32:56,1.96037,1.95996
2016.06.20 06:32:56,1.96037,1.95993
2016.06.20 06:32:58,1.9604,1.95996
2016.06.20 06:32:59,1.96051,1.96006
2016.06.20 06:32:59,1.96067,1.96023
2016.06.20 06:32:59,1.96063,1.96019
2016.06.20 06:32:59,1.9606,1.96018
2016.06.20 06:33:00,1.96056,1.96012
2016.06.20 06:33:02,1.96057,1.96015
2016.06.20 06:33:05,1.96056,1.96012
2016.06.20 06:33:05,1.96059,1.96015
2016.06.20 06:33:06,1.96057,1.96014
2016.06.20 06:33:08,1.96057,1.96011
2016.06.20 06:33:08,1.96057,1.96012
2016.06.20 06:33:09,1.96058,1.96011
2016.06.20 06:33:11,1.96059,1.96011
2016.06.20 06:33:12,1.96058,1.96011
2016.06.20 06:33:16,1.96062,1.96017
2016.06.20 06:33:16,1.96059,1.96011
2016.06.20 06:33:16,1.96056,1.9601
2016.06.20 06:33:16,1.96055,1.96007
2016.06.20 06:33:18,1.96055,1.96008
2016.06.20 06:33:19,1.96064,1.96017
2016.06.20 06:33:19,1.96064,1.96016
2016.06.20 06:33:19,1.96063,1.96016
2016.06.20 06:33:19,1.96061,1.96015
2016.06.20 06:33:19,1.96059,1.96011
2016.06.20 06:33:20,1.96057,1.96011
2016.06.20 06:33:20,1.96056,1.9601
2016.06.20 06:33:22,1.96056,1.96011
2016.06.20 06:33:25,1.96059,1.96013
2016.06.20 06:33:25,1.96062,1.96015
2016.06.20 06:33:26,1.9606,1.96014
2016.06.20 06:33:36,1.96058,1.96014
2016.06.20 06:33:36,1.96052,1.96006
2016.06.20 06:33:36,1.96054,1.96008
2016.06.20 06:33:36,1.96068,1.96021
2016.06.20 06:33:37,1.96067,1.96019
2016.06.20 06:33:37,1.96064,1.96019
2016.06.20 06:33:37,1.96063,1.96016
2016.06.20 06:33:37,1.96063,1.96017
2016.06.20 06:33:37,1.96065,1.96018
2016.06.20 06:33:41,1.96068,1.9602
2016.06.20 06:33:41,1.96083,1.96039
2016.06.20 06:33:41,1.96091,1.96044
2016.06.20 06:33:41,1.96091,1.96043
2016.06.20 06:33:41,1.96099,1.96052
2016.06.20 06:33:42,1.96093,1.96048
2016.06.20 06:33:42,1.96091,1.96043
2016.06.20 06:33:42,1.96091,1.96045
2016.06.20 06:33:42,1.96093,1.96046
2016.06.20 06:33:46,1.96091,1.96046
2016.06.20 06:33:48,1.96089,1.96043
2016.06.20 06:33:51,1.96102,1.96053
2016.06.20 06:33:51,1.9611,1.96061
2016.06.20 06:33:52,1.96112,1.96067
2016.06.20 06:34:11,1.96115,1.96068
2016.06.20 06:34:13,1.96114,1.96068
2016.06.20 06:34:13,1.96101,1.96055
2016.06.20 06:34:13,1.96095,1.9605
2016.06.20 06:34:13,1.96093,1.96047
2016.06.20 06:34:16,1.96087,1.96044
2016.06.20 06:34:22,1.96087,1.96042
2016.06.20 06:34:30,1.9609,1.96044
2016.06.20 06:34:32,1.96091,1.96046
2016.06.20 06:34:33,1.9609,1.96043
2016.06.20 06:34:33,1.96088,1.96043
2016.06.20 06:34:34,1.96082,1.96037
2016.06.20 06:34:34,1.96081,1.96035
2016.06.20 06:34:37,1.96078,1.96035
2016.06.20 06:34:37,1.96073,1.96029
2016.06.20 06:34:37,1.96068,1.96024
2016.06.20 06:34:37,1.9607,1.96028
2016.06.20 06:34:37,1.96073,1.96031
2016.06.20 06:34:38,1.96074,1.96031
2016.06.20 06:34:41,1.96069,1.96029
2016.06.20 06:34:41,1.96059,1.96021
2016.06.20 06:34:41,1.96056,1.96014
2016.06.20 06:34:54,1.96055,1.96011
2016.06.20 06:34:54,1.96041,1.95998
2016.06.20 06:34:55,1.96048,1.96003
2016.06.20 06:34:55,1.96048,1.96004
2016.06.20 06:34:58,1.96048,1.96006
2016.06.20 06:34:59,1.96049,1.96006
2016.06.20 06:34:59,1.96047,1.96004
2016.06.20 06:35:07,1.96052,1.96007
2016.06.20 06:35:17,1.96052,1.96009
2016.06.20 06:35:17,1.96052,1.96012
2016.06.20 06:35:17,1.96057,1.96013
2016.06.20 06:35:23,1.96057,1.96015
2016.06.20 06:35:23,1.96058,1.96015
2016.06.20 06:35:24,1.96057,1.96013
2016.06.20 06:35:27,1.96057,1.96015
2016.06.20 06:35:27,1.96065,1.96023
2016.06.20 06:35:28,1.96067,1.96023
2016.06.20 06:35:29,1.96069,1.96021
2016.06.20 06:35:30,1.96068,1.96021
2016.06.20 06:35:30,1.96064,1.96019
2016.06.20 06:35:31,1.96063,1.96015
2016.06.20 06:35:31,1.96065,1.96019
2016.06.20 06:35:32,1.96074,1.96025
2016.06.20 06:35:32,1.96074,1.96022
2016.06.20 06:35:33,1.96074,1.96023
2016.06.20 06:35:34,1.96075,1.96023
2016.06.20 06:35:35,1.96073,1.96021
2016.06.20 06:35:37,1.96074,1.96021
2016.06.20 06:35:42,1.96072,1.96019
2016.06.20 06:35:43,1.96072,1.9602
2016.06.20 06:35:45,1.96073,1.96022
2016.06.20 06:35:45,1.96074,1.96023
2016.06.20 06:35:46,1.9607,1.96019
2016.06.20 06:35:47,1.96069,1.96017
2016.06.20 06:35:48,1.96069,1.96019
2016.06.20 06:35:48,1.96074,1.96022
2016.06.20 06:35:49,1.96072,1.96021
2016.06.20 06:35:50,1.96072,1.96023
2016.06.20 06:35:50,1.96073,1.96025
2016.06.20 06:35:51,1.96073,1.96023
2016.06.20 06:35:51,1.96071,1.96023
2016.06.20 06:35:52,1.96072,1.96023
2016.06.20 06:35:52,1.96072,1.96027
2016.06.20 06:35:53,1.96075,1.96027
2016.06.20 06:35:55,1.96073,1.96026
2016.06.20 06:35:56,1.96073,1.96027
2016.06.20 06:35:57,1.96072,1.96027
2016.06.20 06:36:05,1.9607,1.96027
2016.06.20 06:36:05,1.96072,1.96028
2016.06.20 06:36:17,1.96073,1.96029
2016.06.20 06:36:20,1.96074,1.96031
2016.06.20 06:36:22,1.96078,1.96035
2016.06.20 06:36:22,1.96078,1.96035
2016.06.20 06:36:22,1.96076,1.96033
2016.06.20 06:36:31,1.96076,1.96032
2016.06.20 06:36:36,1.96077,1.96033
2016.06.20 06:36:37,1.96076,1.96033
2016.06.20 06:36:37,1.96074,1.96031
2016.06.20 06:36:37,1.96069,1.96025
2016.06.20 06:36:38,1.9607,1.96025
2016.06.20 06:36:38,1.96072,1.96028
2016.06.20 06:36:38,1.96073,1.96031
2016.06.20 06:36:39,1.96076,1.96033
2016.06.20 06:36:39,1.96076,1.96031
2016.06.20 06:36:40,1.96077,1.96032
2016.06.20 06:36:40,1.9608,1.96035
2016.06.20 06:36:40,1.9608,1.96036
2016.06.20 06:36:41,1.9608,1.96037
2016.06.20 06:36:41,1.96082,1.96039
2016.06.20 06:36:41,1.96081,1.96036
2016.06.20 06:36:44,1.9608,1.96036
2016.06.20 06:36:44,1.96078,1.96033
2016.06.20 06:36:44,1.96077,1.96033
2016.06.20 06:36:45,1.96078,1.96032
2016.06.20 06:36:46,1.96075,1.96032
2016.06.20 06:36:46,1.96076,1.9603
2016.06.20 06:36:47,1.96075,1.9603
2016.06.20 06:36:47,1.96076,1.96029
2016.06.20 06:36:49,1.96078,1.9603
2016.06.20 06:36:52,1.96077,1.9603
2016.06.20 06:36:52,1.96078,1.9603
2016.06.20 06:36:52,1.96075,1.9603
2016.06.20 06:36:52,1.96077,1.96028
2016.06.20 06:36:53,1.96074,1.96026
2016.06.20 06:36:54,1.96077,1.96028
2016.06.20 06:36:55,1.96075,1.96028
2016.06.20 06:36:55,1.96063,1.96016
2016.06.20 06:36:55,1.96056,1.96015
2016.06.20 06:36:55,1.96053,1.96007
2016.06.20 06:36:56,1.96062,1.96015
2016.06.20 06:36:56,1.96055,1.96009
2016.06.20 06:36:56,1.9605,1.96005
2016.06.20 06:36:56,1.9605,1.96002
2016.06.20 06:36:56,1.96046,1.96002
2016.06.20 06:36:56,1.96049,1.96005
2016.06.20 06:36:57,1.96046,1.96002
2016.06.20 06:36:57,1.96044,1.95999
2016.06.20 06:36:57,1.96042,1.95996
2016.06.20 06:37:00,1.96041,1.95994
2016.06.20 06:37:00,1.96039,1.95994
2016.06.20 06:37:00,1.9604,1.95995
2016.06.20 06:37:01,1.9604,1.95994
2016.06.20 06:37:01,1.96041,1.95993
2016.06.20 06:37:01,1.96038,1.95993
2016.06.20 06:37:02,1.9604,1.95993
2016.06.20 06:37:05,1.96038,1.95991
2016.06.20 06:37:05,1.96035,1.95991
2016.06.20 06:37:07,1.96033,1.95988
2016.06.20 06:37:07,1.96028,1.95982
2016.06.20 06:37:07,1.96028,1.95985
2016.06.20 06:37:07,1.96035,1.9599
2016.06.20 06:37:12,1.96033,1.95988
2016.06.20 06:37:13,1.96034,1.95985
2016.06.20 06:37:23,1.96031,1.95985
2016.06.20 06:37:24,1.96029,1.95983
2016.06.20 06:37:25,1.96023,1.95978
2016.06.20 06:37:26,1.96021,1.95975
2016.06.20 06:37:27,1.96018,1.95972
2016.06.20 06:37:29,1.96015,1.9597
2016.06.20 06:37:30,1.96026,1.95978
2016.06.20 06:37:30,1.96029,1.95983
2016.06.20 06:37:30,1.96032,1.95984
2016.06.20 06:37:31,1.96032,1.95987
2016.06.20 06:37:32,1.96031,1.95985
2016.06.20 06:37:34,1.9603,1.95985
2016.06.20 06:37:41,1.96033,1.95988
2016.06.20 06:37:41,1.96035,1.95991
2016.06.20 06:37:41,1.96032,1.9599
2016.06.20 06:37:41,1.96032,1.95988
2016.06.20 06:37:41,1.96033,1.9599
2016.06.20 06:37:42,1.96032,1.95988
2016.06.20 06:37:42,1.96033,1.95991
2016.06.20 06:37:49,1.96044,1.95999
2016.06.20 06:37:49,1.96046,1.96004
2016.06.20 06:37:50,1.96051,1.96007
2016.06.20 06:37:50,1.96051,1.96008
2016.06.20 06:37:50,1.96049,1.96006
2016.06.20 06:37:50,1.96049,1.96007
2016.06.20 06:37:51,1.96052,1.96008
2016.06.20 06:37:51,1.96051,1.96007
2016.06.20 06:37:57,1.96049,1.96006
2016.06.20 06:38:10,1.96048,1.96004
2016.06.20 06:38:10,1.96059,1.9602
2016.06.20 06:38:11,1.96065,1.96022
2016.06.20 06:38:25,1.96065,1.96023
2016.06.20 06:38:49,1.96068,1.96023
2016.06.20 06:38:49,1.96073,1.96028
2016.06.20 06:38:51,1.96071,1.96016
2016.06.20 06:38:54,1.96073,1.96017
2016.06.20 06:38:54,1.96078,1.9602
2016.06.20 06:38:55,1.96078,1.96022
2016.06.20 06:38:55,1.96078,1.96023
2016.06.20 06:38:56,1.96078,1.96025
2016.06.20 06:38:58,1.96077,1.96025
2016.06.20 06:38:58,1.96077,1.96026
